date,value
2019-11-11,1472131
2019-11-12,784577
2019-11-13,1320308
2019-11-14,409224
2019-11-15,1081749
2019-11-16,1294517
2019-11-17,387340
2019-11-18,723492
2019-11-19,948883
2019-11-20,838877
2019-11-21,351676
2019-11-22,612472
2019-11-23,1588825
2019-11-24,957580
2019-11-25,754161
2019-11-26,759712
2019-11-27,955628
2019-11-28,1528589
2019-11-29,850128
2019-11-30,1740179
2019-12-01,656565
2019-12-02,1700278
2019-12-03,1440368
2019-12-04,1577977
2019-12-05,314950
2019-12-06,482185
2019-12-07,804813
2019-12-08,1422352
2019-12-09,558535
2019-12-10,1725989
2019-12-11,1359005
2019-12-12,1573082
2019-12-13,1914887
2019-12-14,1992062
2019-12-15,1992952
2019-12-16,1647768
2019-12-17,1257493
2019-12-18,960329
2019-12-19,1025971
2019-12-20,694702
2019-12-21,997972
2019-12-22,1482057
2019-12-23,714849
2019-12-24,1082782
2019-12-25,645851
2019-12-26,1420075
2019-12-27,182135
2019-12-28,1752749
2019-12-29,1448796
2019-12-30,1486662
2019-12-31,2470549
2020-01-01,1988711
2020-01-02,2424528
2020-01-03,1344298
2020-01-04,1932775
2020-01-05,2289206
2020-01-06,1187729
2020-01-07,646317
2020-01-08,323119
2020-01-09,660055
2020-01-10,789236
2020-01-11,1314894
2020-01-12,518774
2020-01-13,430881
2020-01-14,541344
2020-01-15,581605
2020-01-16,202587
2020-01-17,1175153
2020-01-18,1028924
2020-01-19,1311930
2020-01-20,1550966
2020-01-21,946433
2020-01-22,941668
2020-01-23,976627
2020-01-24,1074055
2020-01-25,1651130
2020-01-26,1863795
2020-01-27,684174
2020-01-28,855530
2020-01-29,1092246
2020-01-30,1904944
2020-01-31,1869234
2020-02-01,1417157
2020-02-02,1182266
2020-02-03,2454589
2020-02-04,680144
2020-02-05,778398
2020-02-06,2547562
2020-02-07,2345476
2020-02-08,3112680
2020-02-09,1270054
2020-02-10,768755
2020-02-11,1329071
2020-02-12,456426
2020-02-13,247856
2020-02-14,463522
2020-02-15,1607406
2020-02-16,1140080
2020-02-17,2767646
2020-02-18,1442114
2020-02-19,2596577
2020-02-20,2601752
2020-02-21,1135716
2020-02-22,2733823
2020-02-23,1466615
2020-02-24,2092123
2020-02-25,1680221
2020-02-26,1373965
2020-02-27,514230
2020-02-28,882775
2020-02-29,2550798
2020-03-01,1674727
2020-03-02,3336031
2020-03-03,1548048
2020-03-04,1457336
2020-03-05,954942
2020-03-06,994516
2020-03-07,2570398
2020-03-08,1609368
2020-03-09,1535556
2020-03-10,1909210
2020-03-11,1183818
2020-03-12,2966855
2020-03-13,1787267
2020-03-14,3057265
2020-03-15,1102372
2020-03-16,1057684
2020-03-17,2300979
2020-03-18,1190879
2020-03-19,1934466
2020-03-20,2077056
2020-03-21,2034501
2020-03-22,1117800
2020-03-23,967365
2020-03-24,831255
2020-03-25,679900
2020-03-26,2566135
2020-03-27,1204831
2020-03-28,2118572
2020-03-29,1655761
2020-03-30,1112783
2020-03-31,1528259
2020-04-01,2490083
2020-04-02,2763003
2020-04-03,2928895
2020-04-04,1920097
2020-04-05,3865969
2020-04-06,2617130
2020-04-07,1014140
2020-04-08,2522187
2020-04-09,3668175
2020-04-10,1469385
2020-04-11,2981307
2020-04-12,2846843
2020-04-13,2430689
2020-04-14,2606017
2020-04-15,1076004
2020-04-16,1807543
2020-04-17,2495754
2020-04-18,1850565
2020-04-19,2732440
2020-04-20,2601499
2020-04-21,3306083
2020-04-22,238218
2020-04-23,1757547
2020-04-24,3041014
2020-04-25,2178554
2020-04-26,2467393
2020-04-27,1725397
2020-04-28,2281322
2020-04-29,2153604
2020-04-30,2053022
2020-05-01,3958899
2020-05-02,3855177
2020-05-03,2890254
2020-05-04,3124356
2020-05-05,2179256
2020-05-06,3773162
2020-05-07,1293736
2020-05-08,2874267
2020-05-09,2393375
2020-05-10,1737216
2020-05-11,3604348
2020-05-12,2357620
2020-05-13,2341268
2020-05-14,2570918
2020-05-15,2630845
2020-05-16,2698053
2020-05-17,2423074
2020-05-18,2233789
2020-05-19,2709424
2020-05-20,2307759
2020-05-21,4084718
2020-05-22,2448218
2020-05-23,1547009
2020-05-24,2173854
2020-05-25,1272705
2020-05-26,2466096
2020-05-27,2099657
2020-05-28,2222845
2020-05-29,3077328
2020-05-30,1442424
2020-05-31,3277094
2020-06-01,2434904
2020-06-02,2426621
2020-06-03,2702550
2020-06-04,3809429
2020-06-05,2427333
2020-06-06,2679981
2020-06-07,1868224
2020-06-08,2004806
2020-06-09,2323696
2020-06-10,3537632
2020-06-11,1960405
2020-06-12,3190379
2020-06-13,2436340
2020-06-14,2784261
2020-06-15,1961867
2020-06-16,2015063
2020-06-17,2238221
2020-06-18,2681114
2020-06-19,2965987
2020-06-20,2137578
2020-06-21,2826314
2020-06-22,2701263
2020-06-23,2032641
2020-06-24,2283656
2020-06-25,2526001
2020-06-26,3474632
2020-06-27,1306790
2020-06-28,1496119
2020-06-29,1573780
2020-06-30,1624856
2020-07-01,2014081
2020-07-02,1721825
2020-07-03,2888327
2020-07-04,3167920
2020-07-05,2259157
2020-07-06,2093883
2020-07-07,3693333
2020-07-08,1581283
2020-07-09,1953259
2020-07-10,2767271
2020-07-11,3918150
2020-07-12,2535302
2020-07-13,2313395
2020-07-14,2846631
2020-07-15,2740548
2020-07-16,2358881
2020-07-17,2561547
2020-07-18,2325879
2020-07-19,1567599
2020-07-20,2438701
2020-07-21,2561426
2020-07-22,1346806
2020-07-23,2327674
2020-07-24,2908969
2020-07-25,2809349
2020-07-26,1983340
2020-07-27,2107720
2020-07-28,2743651
2020-07-29,2232111
2020-07-30,3141525
2020-07-31,2500762
2020-08-01,2087924
2020-08-02,2311696
2020-08-03,2926889
2020-08-04,3009901
2020-08-05,3583615
2020-08-06,2282850
2020-08-07,3876156
2020-08-08,2639533
2020-08-09,1851121
2020-08-10,1312711
2020-08-11,2848697
2020-08-12,2379138
2020-08-13,2439258
2020-08-14,2742871
2020-08-15,3088932
2020-08-16,3675894
2020-08-17,1431769
2020-08-18,3176628
2020-08-19,2155953
2020-08-20,3312225
2020-08-21,1481148
2020-08-22,2764625
2020-08-23,2064371
2020-08-24,1290965
2020-08-25,2289426
2020-08-26,2033780
2020-08-27,1436519
2020-08-28,2168011
2020-08-29,2046014
2020-08-30,1832276
2020-08-31,2644297
2020-09-01,2638977
2020-09-02,1992833
2020-09-03,2125030
2020-09-04,3449817
2020-09-05,1618398
2020-09-06,1871421
2020-09-07,2014117
2020-09-08,1940393
2020-09-09,2929609
2020-09-10,2688601
2020-09-11,2173240
2020-09-12,3534206
2020-09-13,2923009
2020-09-14,1220274
2020-09-15,2319560
2020-09-16,1885171
2020-09-17,3937886
2020-09-18,1963906
2020-09-19,1215195
2020-09-20,2693384
2020-09-21,2552761
2020-09-22,2260655
2020-09-23,2611093
2020-09-24,2338522
2020-09-25,2817983
2020-09-26,1796742
2020-09-27,2887670
2020-09-28,1779861
2020-09-29,1891190
2020-09-30,2032495
2020-10-01,2489704
2020-10-02,2590432
2020-10-03,4027033
2020-10-04,1203023
2020-10-05,2684992
2020-10-06,2795373
2020-10-07,2456157
2020-10-08,2726675
2020-10-09,3185554
2020-10-10,1676558
2020-10-11,1577014
2020-10-12,1452391
2020-10-13,1643005
2020-10-14,1209036
2020-10-15,3484670
2020-10-16,2625611
2020-10-17,2493052
2020-10-18,2406624
2020-10-19,2326438
2020-10-20,1859726
2020-10-21,2842377
2020-10-22,2528002
2020-10-23,2346930
2020-10-24,1937829
2020-10-25,2296556
2020-10-26,2355158
2020-10-27,1550429
2020-10-28,1658470
2020-10-29,2259255
2020-10-30,2361486
2020-10-31,2633204
2020-11-01,3766666
2020-11-02,2508706
2020-11-03,3072625
2020-11-04,2680839
2020-11-05,2102578
2020-11-06,580007
2020-11-07,2235242
2020-11-08,2100018
2020-11-09,2197319
2020-11-10,1997074
2020-11-11,2881938
2020-11-12,960961
2020-11-13,1135696
2020-11-14,1371598
2020-11-15,455472
2020-11-16,715837
2020-11-17,1715650
2020-11-18,963418
2020-11-19,600973
2020-11-20,966685
2020-11-21,1649091
2020-11-22,1299060
2020-11-23,642666
2020-11-24,260933
2020-11-25,855478
2020-11-26,754613
2020-11-27,1552465
2020-11-28,689170
2020-11-29,806326
2020-11-30,607731
2020-12-01,1193412
2020-12-02,2181178
2020-12-03,3286019
2020-12-04,2418631
2020-12-05,2966443
2020-12-06,1753346
2020-12-07,1210877
2020-12-08,369612
2020-12-09,1836815
2020-12-10,930816
2020-12-11,1328077
2020-12-12,1002940
2020-12-13,719467
2020-12-14,857137
2020-12-15,1397123
2020-12-16,1029798
2020-12-17,1314917
2020-12-18,636630
2020-12-19,553076
2020-12-20,1061470
2020-12-21,1123926
2020-12-22,1731722
2020-12-23,1934185
2020-12-24,850672
2020-12-25,1786255
2020-12-26,985136
2020-12-27,1425392
2020-12-28,391817
2020-12-29,1281476
2020-12-30,1446398
2020-12-31,1832402
2021-01-01,758317
2021-01-02,1296630
2021-01-03,1545637
2021-01-04,806470
2021-01-05,2036510
2021-01-06,1018448
2021-01-07,1919987
2021-01-08,1129927
2021-01-09,935549
2021-01-10,595034
2021-01-11,825311
2021-01-12,1142436
2021-01-13,1532549
2021-01-14,1340906
2021-01-15,1583492
2021-01-16,2264517
2021-01-17,2052758
2021-01-18,2334880
2021-01-19,2120141
2021-01-20,2553224
2021-01-21,2749725
2021-01-22,1154838
2021-01-23,980782
2021-01-24,511370
2021-01-25,2600956
2021-01-26,2623826
2021-01-27,2189447
2021-01-28,2469421
2021-01-29,2136795
2021-01-30,1693139
2021-01-31,2268087
2021-02-01,1662502
2021-02-02,1320756
2021-02-03,2921095
2021-02-04,2706965
2021-02-05,2015514
2021-02-06,2892064
2021-02-07,1576669
2021-02-08,1817072
2021-02-09,2057499
2021-02-10,1392070
2021-02-11,1961727
2021-02-12,3455165
2021-02-13,2310183
2021-02-14,2887967
2021-02-15,2457892
2021-02-16,2393318
2021-02-17,1854388
2021-02-18,2071912
2021-02-19,2320106
2021-02-20,1361059
2021-02-21,832483
2021-02-22,1315157
2021-02-23,2860352
2021-02-24,467784
2021-02-25,2270680
2021-02-26,1684595
2021-02-27,787010
2021-02-28,276926
2021-03-01,1809307
2021-03-02,2112349
2021-03-03,2066534
2021-03-04,2553893
2021-03-05,2004951
2021-03-06,1716303
2021-03-07,953938
2021-03-08,1046824
2021-03-09,2398894
2021-03-10,858417
2021-03-11,3852469
2021-03-12,1390575
2021-03-13,1509569
2021-03-14,1546336
2021-03-15,2420719
2021-03-16,2776452
2021-03-17,2827332
2021-03-18,1523732
2021-03-19,2201709
2021-03-20,2254040
2021-03-21,2555770
2021-03-22,1481268
2021-03-23,1922243
2021-03-24,3165455
2021-03-25,2390031
2021-03-26,1176847
2021-03-27,2093205
2021-03-28,1656511
2021-03-29,1471125
2021-03-30,2291525
2021-03-31,2021023
2021-04-01,2489377
2021-04-02,2502396
2021-04-03,4453617
2021-04-04,3408932
2021-04-05,2007289
2021-04-06,1183906
2021-04-07,2819348
2021-04-08,2829979
2021-04-09,2465141
2021-04-10,1973746
2021-04-11,2117058
2021-04-12,2836800
2021-04-13,2460066
2021-04-14,1443194
2021-04-15,2467821
2021-04-16,2517647
2021-04-17,3224553
2021-04-18,2911981
2021-04-19,2826169
2021-04-20,3707946
2021-04-21,2472293
2021-04-22,2878984
2021-04-23,2155422
2021-04-24,2872051
2021-04-25,1959323
2021-04-26,3044301
2021-04-27,2097330
2021-04-28,2527825
2021-04-29,996553
2021-04-30,2040979
2021-05-01,1597983
2021-05-02,2017922
2021-05-03,2853367
2021-05-04,1414667
2021-05-05,2378220
2021-05-06,4242514
2021-05-07,2435667
2021-05-08,2567874
2021-05-09,2351311
2021-05-10,2480712
2021-05-11,3353633
2021-05-12,3031424
2021-05-13,3203837
2021-05-14,2827271
2021-05-15,2738005
2021-05-16,1841541
2021-05-17,1877568
2021-05-18,3475533
2021-05-19,2303558
2021-05-20,2349478
2021-05-21,3051958
2021-05-22,2793287
2021-05-23,2250044
2021-05-24,2147805
2021-05-25,3119163
2021-05-26,1616472
2021-05-27,2646773
2021-05-28,1499640
2021-05-29,2040097
2021-05-30,2511209
2021-05-31,2763244
2021-06-01,2863438
2021-06-02,2406501
2021-06-03,3087043
2021-06-04,2853996
2021-06-05,3698999
2021-06-06,1997408
2021-06-07,2669625
2021-06-08,2786037
2021-06-09,2930976
2021-06-10,1747649
2021-06-11,2967411
2021-06-12,2105518
2021-06-13,2483032
2021-06-14,3144611
2021-06-15,2358723
2021-06-16,2486275
2021-06-17,2837639
2021-06-18,3471598
2021-06-19,2724144
2021-06-20,2658482
2021-06-21,2956069
2021-06-22,2845713
2021-06-23,3489995
2021-06-24,2070315
2021-06-25,2938032
2021-06-26,2207656
2021-06-27,3195596
2021-06-28,3590437
2021-06-29,1906189
2021-06-30,2348132
2021-07-01,1878191
2021-07-02,2623401
2021-07-03,3803649
2021-07-04,2510046
2021-07-05,2574957
2021-07-06,1354947
2021-07-07,4080279
2021-07-08,2260210
2021-07-09,2422290
2021-07-10,2307435
2021-07-11,2717637
2021-07-12,2071570
2021-07-13,2759452
2021-07-14,2979381
2021-07-15,1966684
2021-07-16,2787869
2021-07-17,2067291
2021-07-18,2020902
2021-07-19,3242353
2021-07-20,2196062
2021-07-21,2303529
2021-07-22,2374883
2021-07-23,4133137
2021-07-24,1749786
2021-07-25,2253319
2021-07-26,3346304
2021-07-27,2852912
2021-07-28,3522210
2021-07-29,2650820
2021-07-30,1394975
2021-07-31,3069071
2021-08-01,1730456
2021-08-02,2665146
2021-08-03,3191420
2021-08-04,2530884
2021-08-05,2552702
2021-08-06,3006278
2021-08-07,1277717
2021-08-08,3366217
2021-08-09,2655395
2021-08-10,3183008
2021-08-11,1390788
2021-08-12,2746786
2021-08-13,3390788
2021-08-14,2867969
2021-08-15,2893769
2021-08-16,1658427
2021-08-17,2087415
2021-08-18,1976198
2021-08-19,2307645
2021-08-20,2663068
2021-08-21,4058581
2021-08-22,2504894
2021-08-23,2286313
2021-08-24,2680598
2021-08-25,2269804
2021-08-26,2641917
2021-08-27,2268679
2021-08-28,2036677
2021-08-29,2490646
2021-08-30,2653990
2021-08-31,2353788
2021-09-01,1975412
2021-09-02,3012171
2021-09-03,3308101
2021-09-04,2760683
2021-09-05,3307359
2021-09-06,2558370
2021-09-07,1838482
2021-09-08,2301806
2021-09-09,2693979
2021-09-10,2222447
2021-09-11,2039938
2021-09-12,1605431
2021-09-13,2982585
2021-09-14,2225294
2021-09-15,2896228
2021-09-16,3711283
2021-09-17,2466735
2021-09-18,3204525
2021-09-19,2744624
2021-09-20,2547622
2021-09-21,2003521
2021-09-22,2547811
2021-09-23,3029766
2021-09-24,3067845
2021-09-25,3159849
2021-09-26,2245190
2021-09-27,2631270
2021-09-28,2175559
2021-09-29,2354460
2021-09-30,2538310
2021-10-01,2311310
2021-10-02,1832229
2021-10-03,2389205
2021-10-04,3117513
2021-10-05,3327564
2021-10-06,2369897
2021-10-07,2706090
2021-10-08,3600673
2021-10-09,3403837
2021-10-10,2482762
2021-10-11,1765961
2021-10-12,3166867
2021-10-13,2052860
2021-10-14,2828305
2021-10-15,3117390
2021-10-16,1843725
2021-10-17,3346968
2021-10-18,3357944
2021-10-19,1568097
2021-10-20,3103699
2021-10-21,1928925
2021-10-22,2202915
2021-10-23,1352732
2021-10-24,2389266
2021-10-25,2639374
2021-10-26,2147647
2021-10-27,1666137
2021-10-28,2296911
2021-10-29,3136336
2021-10-30,3320742
2021-10-31,2255231
2021-11-01,2542885
2021-11-02,2177240
2021-11-03,2769662
2021-11-04,2086399
2021-11-05,2348757
2021-11-06,1142157
2021-11-07,1663783
2021-11-08,933315
2021-11-09,3061994
2021-11-10,2065283
2021-11-11,3667099
2021-11-12,2611193
2021-11-13,2417494
2021-11-14,3034571
2021-11-15,2076729
2021-11-16,4017453
2021-11-17,2586854
2021-11-18,930099
2021-11-19,2842185
2021-11-20,3093121
2021-11-21,1716403
2021-11-22,4097307
2021-11-23,3410227
2021-11-24,2235607
2021-11-25,2518037
2021-11-26,3091088
2021-11-27,2894177
2021-11-28,2374496
2021-11-29,2570814
2021-11-30,1990814
2021-12-01,3010003
2021-12-02,2356215
2021-12-03,3821872
2021-12-04,2017014
2021-12-05,3477313
2021-12-06,2007603
2021-12-07,2510675
2021-12-08,2352832
2021-12-09,3288546
2021-12-10,3511157
2021-12-11,2012373
2021-12-12,2446825
2021-12-13,3673561
2021-12-14,2428945
2021-12-15,2760748
2021-12-16,1673578
2021-12-17,1826548
2021-12-18,2994636
2021-12-19,2671855
2021-12-20,1991382
2021-12-21,1062020
2021-12-22,3253692
2021-12-23,1537911
2021-12-24,3443681
2021-12-25,3417295
2021-12-26,2453843
2021-12-27,1936635
2021-12-28,2715834
2021-12-29,3304059
2021-12-30,2880154
2021-12-31,1741951
2022-01-01,2792960
2022-01-02,2154226
2022-01-03,3817549
2022-01-04,2019310
2022-01-05,2945916
2022-01-06,1162995
2022-01-07,2818187
2022-01-08,2806786
2022-01-09,3119552
2022-01-10,3394777
2022-01-11,2882543
2022-01-12,2196878
2022-01-13,2511275
2022-01-14,2777756
2022-01-15,2892083
2022-01-16,1950887
2022-01-17,3410981
2022-01-18,2485772
2022-01-19,1845604
2022-01-20,4371885
2022-01-21,2015734
2022-01-22,2010085
2022-01-23,1704688
2022-01-24,2549753
2022-01-25,3912134
2022-01-26,2730131
2022-01-27,3154085
2022-01-28,3749291
2022-01-29,2970060
2022-01-30,2347889
2022-01-31,2381643
2022-02-01,2347361
2022-02-02,3235562
2022-02-03,3133138
2022-02-04,3067891
2022-02-05,3317494
2022-02-06,2930168
2022-02-07,1800448
2022-02-08,2004839
2022-02-09,4138534
2022-02-10,2721007
2022-02-11,4329925
2022-02-12,3328419
2022-02-13,2036856
2022-02-14,2792032
2022-02-15,3090961
2022-02-16,2552118
2022-02-17,3194031
2022-02-18,3016880
2022-02-19,2688981
2022-02-20,3020171
2022-02-21,3833614
2022-02-22,2531891
2022-02-23,2190238
2022-02-24,2228851
2022-02-25,4284399
2022-02-26,3419909
2022-02-27,2929831
2022-02-28,1092434
2022-03-01,1860683
2022-03-02,2441547
2022-03-03,5120938
2022-03-04,1962512
2022-03-05,3771276
2022-03-06,2826339
2022-03-07,2384077
2022-03-08,3356148
2022-03-09,3207908
2022-03-10,2742943
2022-03-11,3252756
2022-03-12,3154091
2022-03-13,3907554
2022-03-14,2640731
2022-03-15,2569070
2022-03-16,3746923
2022-03-17,2136689
2022-03-18,1839557
2022-03-19,2646137
2022-03-20,2176373
2022-03-21,2577861
2022-03-22,3733690
2022-03-23,4030701
2022-03-24,3919248
2022-03-25,3489125
2022-03-26,3896175
2022-03-27,2014523
2022-03-28,2427290
2022-03-29,1607512
2022-03-30,1590908
2022-03-31,4692245
2022-04-01,3535991
2022-04-02,3174037
2022-04-03,3422579
2022-04-04,4870628
2022-04-05,1738993
2022-04-06,3424476
2022-04-07,3222741
2022-04-08,2820187
2022-04-09,4204545
2022-04-10,3638681
2022-04-11,2508343
2022-04-12,2855345
2022-04-13,2968139
2022-04-14,3155548
2022-04-15,2704923
2022-04-16,2383068
2022-04-17,4736329
2022-04-18,2520414
2022-04-19,3610334
2022-04-20,3577762
2022-04-21,2287135
2022-04-22,3240763
2022-04-23,3627524
2022-04-24,2493985
2022-04-25,2996226
2022-04-26,3062229
2022-04-27,3131469
2022-04-28,3230740
2022-04-29,2908018
2022-04-30,2405878
2022-05-01,1917539
2022-05-02,2567943
2022-05-03,3962050
2022-05-04,2279824
2022-05-05,2765187
2022-05-06,3172169
2022-05-07,2819907
2022-05-08,3661890
2022-05-09,2662827
2022-05-10,2339795
2022-05-11,3574313
2022-05-12,3430046
2022-05-13,1838170
2022-05-14,2425821
2022-05-15,2215638
2022-05-16,1912391
2022-05-17,3895466
2022-05-18,2130367
2022-05-19,2978587
2022-05-20,2553192
2022-05-21,3109559
2022-05-22,3895113
2022-05-23,2886446
2022-05-24,3210856
2022-05-25,2700948
2022-05-26,1576842
2022-05-27,4028117
2022-05-28,2643847
2022-05-29,3193880
2022-05-30,2555903
2022-05-31,2454506
2022-06-01,2315085
2022-06-02,3678818
2022-06-03,4160358
2022-06-04,1626351
2022-06-05,3412500
2022-06-06,2167050
2022-06-07,3763683
2022-06-08,3132889
2022-06-09,1805347
2022-06-10,4313716
2022-06-11,3401109
2022-06-12,2142259
2022-06-13,2106555
2022-06-14,5025407
2022-06-15,3338232
2022-06-16,3466191
2022-06-17,2183568
2022-06-18,3176625
2022-06-19,2697006
2022-06-20,2882250
2022-06-21,1511933
2022-06-22,4099101
2022-06-23,2038388
2022-06-24,3800553
2022-06-25,3422479
2022-06-26,3771129
2022-06-27,3021130
2022-06-28,2273120
2022-06-29,2175875
2022-06-30,3226950
2022-07-01,2465171
2022-07-02,3714434
2022-07-03,4103430
2022-07-04,3592687
2022-07-05,3274990
