date,value
2020-03-01,3871883
2020-03-02,3168698
2020-03-03,2286318
2020-03-04,3947058
2020-03-05,2490133
2020-03-06,4094144
2020-03-07,3715809
2020-03-08,2318041
2020-03-09,3160372
2020-03-10,3030989
2020-03-11,2559438
2020-03-12,3267115
2020-03-13,4091557
2020-03-14,2023868
2020-03-15,3062621
2020-03-16,3072740
2020-03-17,3033755
2020-03-18,2485875
2020-03-19,3587651
2020-03-20,3730584
2020-03-21,2571643
2020-03-22,3303337
2020-03-23,3840650
2020-03-24,2360551
2020-03-25,2783739
2020-03-26,2349273
2020-03-27,2518600
2020-03-28,3082607
2020-03-29,3884645
2020-03-30,2151730
2020-03-31,3562343
2020-04-01,3051014
2020-04-02,2937612
2020-04-03,2479875
2020-04-04,3941773
2020-04-05,2480483
2020-04-06,1508911
2020-04-07,3440121
2020-04-08,2745439
2020-04-09,3958115
2020-04-10,1986664
2020-04-11,2784990
2020-04-12,3079387
2020-04-13,3621763
2020-04-14,3318612
2020-04-15,3995280
2020-04-16,2088380
2020-04-17,2791649
2020-04-18,1918048
2020-04-19,2845355
2020-04-20,2859983
2020-04-21,1917663
2020-04-22,3856997
2020-04-23,3418604
2020-04-24,2270564
2020-04-25,2825662
2020-04-26,3422004
2020-04-27,3488814
2020-04-28,4231809
2020-04-29,3104219
2020-04-30,4472409
2020-05-01,2645555
2020-05-02,4326279
2020-05-03,1800824
2020-05-04,2729106
2020-05-05,2060846
2020-05-06,2973995
2020-05-07,2632392
2020-05-08,3419284
2020-05-09,1772816
2020-05-10,1878492
2020-05-11,3040959
2020-05-12,5464658
2020-05-13,4607029
2020-05-14,2677675
2020-05-15,3970976
2020-05-16,3132037
2020-05-17,2994805
2020-05-18,2942211
2020-05-19,3187471
2020-05-20,2784815
2020-05-21,4522612
2020-05-22,3156544
2020-05-23,3493907
2020-05-24,1717240
2020-05-25,3688688
2020-05-26,4902849
2020-05-27,4046264
2020-05-28,2959817
2020-05-29,3042655
2020-05-30,2687601
2020-05-31,3871581
2020-06-01,2770883
2020-06-02,2651752
2020-06-03,5322020
2020-06-04,3017317
2020-06-05,2375836
2020-06-06,2345318
2020-06-07,2311205
2020-06-08,2740656
2020-06-09,2457522
2020-06-10,4235546
2020-06-11,3206834
2020-06-12,2205649
2020-06-13,1838936
2020-06-14,3439873
2020-06-15,2332068
2020-06-16,4125135
2020-06-17,3156698
2020-06-18,2101311
2020-06-19,2838087
2020-06-20,3107304
2020-06-21,1945280
2020-06-22,3994236
2020-06-23,2189257
2020-06-24,2794824
2020-06-25,2972651
2020-06-26,2446738
2020-06-27,2556486
2020-06-28,2780288
2020-06-29,2994420
2020-06-30,3045480
2020-07-01,4170859
2020-07-02,2540103
2020-07-03,2691206
2020-07-04,1724651
2020-07-05,2259908
2020-07-06,3455270
2020-07-07,3160137
2020-07-08,3273650
2020-07-09,1993982
2020-07-10,1927572
2020-07-11,1650439
2020-07-12,3484681
2020-07-13,3522108
2020-07-14,2815990
2020-07-15,3486662
2020-07-16,3424066
2020-07-17,2536498
2020-07-18,2899974
2020-07-19,3524930
2020-07-20,2946936
2020-07-21,2823079
2020-07-22,4035763
2020-07-23,2825723
2020-07-24,2965113
2020-07-25,2181968
2020-07-26,3316050
2020-07-27,2326838
2020-07-28,3517352
2020-07-29,4481285
2020-07-30,2552167
2020-07-31,1941901
2020-08-01,2384922
2020-08-02,3311942
2020-08-03,2902948
2020-08-04,2761836
2020-08-05,2110735
2020-08-06,4022099
2020-08-07,3112898
2020-08-08,4510283
2020-08-09,1709571
2020-08-10,2943216
2020-08-11,3206389
2020-08-12,1333718
2020-08-13,2537904
2020-08-14,3141961
2020-08-15,2942990
2020-08-16,2070079
2020-08-17,2613573
2020-08-18,2035971
2020-08-19,4311972
2020-08-20,1944517
2020-08-21,2859976
2020-08-22,2900045
2020-08-23,1765004
2020-08-24,2638648
2020-08-25,3024115
2020-08-26,1911291
2020-08-27,3651266
2020-08-28,2926206
2020-08-29,1890822
2020-08-30,2797729
2020-08-31,2620777
2020-09-01,3019234
2020-09-02,2655125
2020-09-03,1908008
2020-09-04,3131065
2020-09-05,2380529
2020-09-06,2213459
2020-09-07,2000257
2020-09-08,2279001
2020-09-09,2596568
2020-09-10,1866909
2020-09-11,2586096
2020-09-12,2533391
2020-09-13,3510831
2020-09-14,2266661
2020-09-15,3494050
2020-09-16,2263137
2020-09-17,2257305
2020-09-18,2352844
2020-09-19,1737503
2020-09-20,2106206
2020-09-21,3009561
2020-09-22,2573827
2020-09-23,2731114
2020-09-24,3216356
2020-09-25,2607583
2020-09-26,3234267
2020-09-27,3212728
2020-09-28,1532865
2020-09-29,2924924
2020-09-30,2333393
2020-10-01,2686279
2020-10-02,2210483
2020-10-03,3085966
2020-10-04,2768694
2020-10-05,2475586
2020-10-06,2671011
2020-10-07,1823913
2020-10-08,2293940
2020-10-09,1907571
2020-10-10,2511131
2020-10-11,2339986
2020-10-12,1759770
2020-10-13,2956537
2020-10-14,3324396
2020-10-15,3271724
2020-10-16,3263985
2020-10-17,1550087
2020-10-18,1678295
2020-10-19,3706672
2020-10-20,2416559
2020-10-21,1597635
2020-10-22,2406865
2020-10-23,1842584
2020-10-24,2949601
2020-10-25,2922011
2020-10-26,3223366
2020-10-27,1752470
2020-10-28,4368840
2020-10-29,1991064
2020-10-30,3228280
2020-10-31,2345104
2020-11-01,4260534
2020-11-02,1676424
2020-11-03,2060878
2020-11-04,2518578
2020-11-05,2341789
2020-11-06,2652434
2020-11-07,2033379
2020-11-08,3077540
2020-11-09,1461027
2020-11-10,2877023
2020-11-11,1034223
2020-11-12,2933259
2020-11-13,4799989
2020-11-14,2272227
2020-11-15,4077243
2020-11-16,2508343
2020-11-17,2815201
2020-11-18,2955836
2020-11-19,2623229
2020-11-20,2601310
2020-11-21,3039148
2020-11-22,1998253
2020-11-23,1996762
2020-11-24,1978095
2020-11-25,3559660
2020-11-26,1211559
2020-11-27,3575559
2020-11-28,2473165
2020-11-29,2836932
2020-11-30,2469139
2020-12-01,2866191
2020-12-02,2736485
2020-12-03,1210168
2020-12-04,1304197
2020-12-05,2227553
2020-12-06,1779804
2020-12-07,3139066
2020-12-08,2570638
2020-12-09,2611399
2020-12-10,2713104
2020-12-11,1308825
2020-12-12,3191944
2020-12-13,4047917
2020-12-14,3239888
2020-12-15,2029888
2020-12-16,2897907
2020-12-17,3596465
2020-12-18,1566227
2020-12-19,1649203
2020-12-20,4135636
2020-12-21,2619310
2020-12-22,3160437
2020-12-23,3130498
2020-12-24,2028094
2020-12-25,1048136
2020-12-26,2408801
2020-12-27,3920974
2020-12-28,3709024
2020-12-29,1307232
2020-12-30,2204975
2020-12-31,1782093
2021-01-01,2284497
2021-01-02,2953755
2021-01-03,2610694
2021-01-04,1837884
2021-01-05,2275844
2021-01-06,2016981
2021-01-07,1847394
2021-01-08,3362031
2021-01-09,2317596
2021-01-10,1963858
2021-01-11,4072422
2021-01-12,2611114
2021-01-13,2948583
2021-01-14,2542388
2021-01-15,4424715
2021-01-16,3397332
2021-01-17,3934032
2021-01-18,3143917
2021-01-19,3716001
2021-01-20,3367079
2021-01-21,1170464
2021-01-22,3201755
2021-01-23,3185979
2021-01-24,2672833
2021-01-25,2626556
2021-01-26,2018901
2021-01-27,2400979
2021-01-28,3864408
2021-01-29,2263804
2021-01-30,2510199
2021-01-31,2992755
2021-02-01,2975269
2021-02-02,3052852
2021-02-03,2452117
2021-02-04,2920852
2021-02-05,3030935
2021-02-06,2572023
2021-02-07,3137366
2021-02-08,3041905
2021-02-09,3341001
2021-02-10,2230129
2021-02-11,2891053
2021-02-12,2905919
2021-02-13,3521689
2021-02-14,2157703
2021-02-15,2860294
2021-02-16,2739214
2021-02-17,3441855
2021-02-18,2681671
2021-02-19,2031714
2021-02-20,1909515
2021-02-21,3667995
2021-02-22,3694577
2021-02-23,2002487
2021-02-24,3085834
2021-02-25,1819661
2021-02-26,3337840
2021-02-27,5131087
2021-02-28,3279736
2021-03-01,2234587
2021-03-02,3837569
2021-03-03,1313874
2021-03-04,2926748
2021-03-05,3217845
2021-03-06,1592389
2021-03-07,1931091
2021-03-08,3226440
2021-03-09,1691966
2021-03-10,3335404
2021-03-11,2056218
2021-03-12,3497202
2021-03-13,2416694
2021-03-14,2420133
2021-03-15,3228295
2021-03-16,1897972
2021-03-17,3362148
2021-03-18,2207097
2021-03-19,3360351
2021-03-20,2638876
2021-03-21,3046938
2021-03-22,4760337
2021-03-23,2436835
2021-03-24,3196146
2021-03-25,1909765
2021-03-26,914925
2021-03-27,2887978
2021-03-28,2740273
2021-03-29,3103145
2021-03-30,2955757
2021-03-31,2670594
2021-04-01,2645396
2021-04-02,3725514
2021-04-03,3872464
2021-04-04,2790173
2021-04-05,1417470
2021-04-06,2651470
2021-04-07,2174677
2021-04-08,3610452
2021-04-09,2670462
2021-04-10,1723578
2021-04-11,2947483
2021-04-12,2905024
2021-04-13,2449803
2021-04-14,2582165
2021-04-15,3714401
2021-04-16,2763341
2021-04-17,2127176
2021-04-18,1479087
2021-04-19,3116516
2021-04-20,3064789
2021-04-21,2236524
2021-04-22,2725194
2021-04-23,2384250
2021-04-24,3135715
2021-04-25,2666877
2021-04-26,2638448
2021-04-27,2380226
2021-04-28,3304727
2021-04-29,3050727
2021-04-30,3787897
2021-05-01,2526992
2021-05-02,3507267
2021-05-03,3268628
2021-05-04,2366808
2021-05-05,4134010
2021-05-06,3139465
2021-05-07,1983002
2021-05-08,1394039
2021-05-09,3324837
2021-05-10,2949508
2021-05-11,2092140
2021-05-12,2711914
2021-05-13,2528321
2021-05-14,2329094
2021-05-15,1618855
2021-05-16,3092984
2021-05-17,2946382
2021-05-18,1605554
2021-05-19,2801240
2021-05-20,2627453
2021-05-21,3213373
2021-05-22,2385635
2021-05-23,3524033
2021-05-24,2865791
2021-05-25,3002443
2021-05-26,3003700
2021-05-27,1824598
2021-05-28,3325097
2021-05-29,2716554
2021-05-30,1862544
2021-05-31,2699321
2021-06-01,2306609
2021-06-02,2813157
2021-06-03,2661232
2021-06-04,1950627
2021-06-05,1929092
2021-06-06,2866763
2021-06-07,2490901
2021-06-08,2320275
2021-06-09,1499214
2021-06-10,2231749
2021-06-11,2832762
2021-06-12,2730076
2021-06-13,2541275
2021-06-14,2502861
2021-06-15,1803853
2021-06-16,2568013
2021-06-17,1782058
2021-06-18,2515086
2021-06-19,2716761
2021-06-20,2249121
2021-06-21,2910127
2021-06-22,2737601
2021-06-23,2048072
2021-06-24,1311900
2021-06-25,2124329
2021-06-26,3979013
2021-06-27,2417561
2021-06-28,2039820
2021-06-29,2451824
2021-06-30,1850248
2021-07-01,2729899
2021-07-02,3891065
2021-07-03,2475990
2021-07-04,2812594
2021-07-05,2297423
2021-07-06,2547351
2021-07-07,2792899
2021-07-08,2551130
2021-07-09,2693930
2021-07-10,3368292
2021-07-11,2044634
2021-07-12,2697119
2021-07-13,2145947
2021-07-14,2908338
2021-07-15,2093202
2021-07-16,1471197
2021-07-17,3090522
2021-07-18,2449010
2021-07-19,2419588
2021-07-20,2462784
2021-07-21,2741501
2021-07-22,1116332
2021-07-23,1999166
2021-07-24,2814683
2021-07-25,3958652
2021-07-26,2472832
2021-07-27,3029829
2021-07-28,1638793
2021-07-29,2717399
2021-07-30,2497893
2021-07-31,2832569
2021-08-01,3552758
2021-08-02,2762377
2021-08-03,3956464
2021-08-04,2500190
2021-08-05,2098977
2021-08-06,2853365
2021-08-07,2971253
2021-08-08,3560792
2021-08-09,2284912
2021-08-10,2225820
2021-08-11,1594159
2021-08-12,1877315
2021-08-13,2865482
2021-08-14,3768920
2021-08-15,3579204
2021-08-16,2642320
2021-08-17,2117934
2021-08-18,2338013
2021-08-19,2229920
2021-08-20,2632160
2021-08-21,2405271
2021-08-22,3416168
2021-08-23,2794334
2021-08-24,3519652
2021-08-25,1739286
2021-08-26,2150626
2021-08-27,3267815
2021-08-28,1800327
2021-08-29,2716280
2021-08-30,2807093
2021-08-31,1754270
2021-09-01,1654000
2021-09-02,1189030
2021-09-03,2975562
2021-09-04,1658923
2021-09-05,3801302
2021-09-06,3135729
2021-09-07,2119240
2021-09-08,2414844
2021-09-09,1298183
2021-09-10,3044443
2021-09-11,2347599
2021-09-12,2558852
2021-09-13,3135392
2021-09-14,2140628
2021-09-15,3292161
2021-09-16,3074089
2021-09-17,2350247
2021-09-18,1437294
2021-09-19,2321571
2021-09-20,3665994
2021-09-21,1814510
2021-09-22,3523653
2021-09-23,3812866
2021-09-24,2320017
2021-09-25,1637466
2021-09-26,2486208
2021-09-27,3144950
2021-09-28,3028031
2021-09-29,2637561
2021-09-30,3226029
2021-10-01,2300103
2021-10-02,3522028
2021-10-03,3238763
2021-10-04,3857066
2021-10-05,2393830
2021-10-06,1601633
2021-10-07,2835697
2021-10-08,2782330
2021-10-09,4049571
2021-10-10,2123309
2021-10-11,1067948
2021-10-12,956593
2021-10-13,3406158
2021-10-14,2383282
2021-10-15,1712941
2021-10-16,2311365
2021-10-17,2960461
2021-10-18,3031906
2021-10-19,2844262
2021-10-20,2081686
2021-10-21,3338511
2021-10-22,3820708
2021-10-23,1987202
2021-10-24,1521133
2021-10-25,2567364
2021-10-26,1813588
2021-10-27,2533044
2021-10-28,2028995
2021-10-29,2061794
2021-10-30,2812132
2021-10-31,3858229
2021-11-01,1841596
2021-11-02,2057386
2021-11-03,3541180
2021-11-04,3633416
2021-11-05,3882538
2021-11-06,1613162
2021-11-07,3794412
2021-11-08,2834563
2021-11-09,3083054
2021-11-10,3030759
2021-11-11,4078964
2021-11-12,2493571
2021-11-13,3338666
2021-11-14,4101888
2021-11-15,3227602
2021-11-16,3525369
2021-11-17,3358938
2021-11-18,3574849
2021-11-19,2982182
2021-11-20,4130246
2021-11-21,1935321
2021-11-22,3757889
2021-11-23,3337717
2021-11-24,2862100
2021-11-25,2619614
2021-11-26,2422536
2021-11-27,3439146
2021-11-28,2857684
2021-11-29,3986670
2021-11-30,3563105
2021-12-01,2924052
2021-12-02,2992782
2021-12-03,5206769
2021-12-04,4214478
2021-12-05,2464849
2021-12-06,3559210
2021-12-07,2213748
2021-12-08,3980226
2021-12-09,2639553
2021-12-10,2417922
2021-12-11,3757984
2021-12-12,3905070
2021-12-13,3070407
2021-12-14,3763492
2021-12-15,2471965
2021-12-16,4468179
2021-12-17,2702825
2021-12-18,3659203
2021-12-19,3908766
2021-12-20,4863561
2021-12-21,3603351
2021-12-22,3391445
2021-12-23,3226925
2021-12-24,4728200
2021-12-25,3587966
2021-12-26,3365791
2021-12-27,2867924
2021-12-28,3436674
2021-12-29,1777103
2021-12-30,3120345
2021-12-31,4443417
2022-01-01,4446188
2022-01-02,3964818
2022-01-03,2006719
2022-01-04,2742953
2022-01-05,4453018
2022-01-06,5872494
2022-01-07,2527808
2022-01-08,3656853
2022-01-09,2989335
2022-01-10,3283268
2022-01-11,5210045
2022-01-12,4412168
2022-01-13,3272621
2022-01-14,2364635
2022-01-15,3288631
2022-01-16,2910600
2022-01-17,4609276
2022-01-18,4201001
2022-01-19,2698215
2022-01-20,4666833
2022-01-21,3690817
2022-01-22,3442727
2022-01-23,4256713
2022-01-24,3157960
2022-01-25,2508207
2022-01-26,5372172
2022-01-27,2742214
2022-01-28,2443861
2022-01-29,4357191
2022-01-30,4525912
2022-01-31,2531703
2022-02-01,4083149
2022-02-02,3541359
2022-02-03,3664842
2022-02-04,2159776
2022-02-05,2492207
2022-02-06,2670695
2022-02-07,4529349
2022-02-08,3538493
2022-02-09,2425590
2022-02-10,3408567
2022-02-11,2832271
2022-02-12,1947030
2022-02-13,4420650
2022-02-14,2837303
2022-02-15,2216768
2022-02-16,4966663
2022-02-17,3568904
2022-02-18,3716031
2022-02-19,3735113
2022-02-20,3239130
2022-02-21,3498275
2022-02-22,3332151
2022-02-23,3693825
2022-02-24,3757872
2022-02-25,4099890
2022-02-26,2207264
2022-02-27,3603823
2022-02-28,3052215
2022-03-01,2485439
2022-03-02,4840928
2022-03-03,3729534
2022-03-04,3822693
2022-03-05,3832002
2022-03-06,2747597
2022-03-07,2913615
2022-03-08,2870922
2022-03-09,4758564
2022-03-10,3648583
2022-03-11,2951108
2022-03-12,2528660
2022-03-13,3444385
2022-03-14,3907173
2022-03-15,6213721
2022-03-16,3395989
2022-03-17,2922321
2022-03-18,4312709
2022-03-19,2972597
2022-03-20,3832275
2022-03-21,4218428
2022-03-22,4041888
2022-03-23,1896339
2022-03-24,3300885
2022-03-25,3204548
2022-03-26,3185228
2022-03-27,2912054
2022-03-28,4114791
2022-03-29,2720465
2022-03-30,3372969
2022-03-31,2202537
2022-04-01,3940045
2022-04-02,3404712
2022-04-03,2833131
2022-04-04,2969632
2022-04-05,3495623
2022-04-06,2860987
2022-04-07,2447045
2022-04-08,2021739
2022-04-09,3985173
2022-04-10,2782551
2022-04-11,3844067
2022-04-12,2651945
2022-04-13,3723512
2022-04-14,4318037
2022-04-15,3598084
2022-04-16,3280084
2022-04-17,3206258
2022-04-18,1898210
2022-04-19,3455597
2022-04-20,4706751
2022-04-21,3038970
2022-04-22,3403579
2022-04-23,2139293
2022-04-24,3731816
2022-04-25,3717109
2022-04-26,4176372
2022-04-27,3262932
2022-04-28,3251597
2022-04-29,3843225
2022-04-30,3870880
2022-05-01,3957676
2022-05-02,3707524
2022-05-03,3159310
2022-05-04,3599289
2022-05-05,4244962
2022-05-06,2703858
2022-05-07,3256507
2022-05-08,3877255
2022-05-09,3359894
2022-05-10,3522127
2022-05-11,2547151
2022-05-12,3135606
2022-05-13,3277485
2022-05-14,3202763
2022-05-15,2034601
2022-05-16,3530826
2022-05-17,3135443
2022-05-18,1993727
2022-05-19,5077117
2022-05-20,3572862
2022-05-21,2754298
2022-05-22,2165726
2022-05-23,3224718
2022-05-24,3393399
2022-05-25,1952036
2022-05-26,2696817
2022-05-27,2632107
2022-05-28,3461982
2022-05-29,4141784
2022-05-30,3103626
2022-05-31,2816445
2022-06-01,2387666
2022-06-02,4472415
2022-06-03,3631938
2022-06-04,1839073
2022-06-05,3384910
2022-06-06,4280671
2022-06-07,3226187
2022-06-08,3233008
2022-06-09,3531156
2022-06-10,2239897
2022-06-11,2876738
2022-06-12,2893253
2022-06-13,4651691
2022-06-14,3546862
2022-06-15,3529023
2022-06-16,3023582
2022-06-17,5708012
2022-06-18,3281012
2022-06-19,2484901
2022-06-20,2685699
2022-06-21,3085953
2022-06-22,2641067
2022-06-23,4929950
2022-06-24,3932871
2022-06-25,4227125
